filename,image_width,image_height,object_name,xmin,ymin,xmax,ymax,bb_height,bb_width,object_class,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,distance_ft
Bike_16_01_h.jpg,1440,1080,Bike,649,453,1045,665,212,396,3,5.09433962264151,3.636363636363636,4.007328734263859,105.0,42.0,175.0,16.0
Bike_16_01_v.jpg,1440,1080,Bike,776,451,901,705,254,125,3,4.251968503937007,11.52,6.358360192542105,105.0,42.0,175.0,16.0
Bike_16_02_h.jpg,1440,1080,Bike,651,447,1039,655,208,388,3,5.1923076923076925,3.711340206185567,4.088713264322522,105.0,42.0,175.0,16.0
Bike_16_02_v.jpg,1440,1080,Bike,766,434,916,693,259,150,3,4.1698841698841695,9.6,6.014015623582754,105.0,42.0,175.0,16.0
Bike_32_01_h.jpg,1440,1080,Bike,708,463,912,584,121,204,3,8.925619834710744,7.0588235294117645,7.588994195010745,105.0,42.0,175.0,32.0
Bike_32_01_v.jpg,1440,1080,Bike,762,495,835,622,127,73,3,8.503937007874015,19.726027397260275,12.287906118571373,105.0,42.0,175.0,32.0
Bike_32_02_h.jpg,1440,1080,Bike,710,468,910,590,122,200,3,8.852459016393443,7.199999999999999,7.683332488851877,105.0,42.0,175.0,32.0
Bike_32_02_v.jpg,1440,1080,Bike,753,463,830,593,130,77,3,8.307692307692308,18.701298701298704,11.91321723306038,105.0,42.0,175.0,32.0
Bike_48_01_h.jpg,1440,1080,Bike,772,441,908,526,85,136,3,12.705882352941176,10.588235294117649,11.223506964773224,105.0,42.0,175.0,48.0
Bike_48_01_v.jpg,1440,1080,Bike,833,441,880,522,81,47,3,13.333333333333334,30.638297872340424,19.22085526403437,105.0,42.0,175.0,48.0
Bike_48_02_h.jpg,1440,1080,Bike,772,443,910,528,85,138,3,12.705882352941176,10.434782608695652,11.105822674189742,105.0,42.0,175.0,48.0
Bike_48_02_v.jpg,1440,1080,Bike,824,434,880,522,88,56,3,12.272727272727272,25.714285714285715,17.256712249065835,105.0,42.0,175.0,48.0
Bike_64_01_h.jpg,1440,1080,Bike,759,487,858,543,56,99,3,19.285714285714285,14.545454545454543,15.825437170002768,105.0,42.0,175.0,64.0
Bike_64_01_v.jpg,1440,1080,Bike,798,482,838,544,62,40,3,17.419354838709676,36.0,24.395709141994192,105.0,42.0,175.0,64.0
Bike_64_02_h.jpg,1440,1080,Bike,760,456,861,514,58,101,3,18.620689655172413,14.257425742574258,15.454772129352715,105.0,42.0,175.0,64.0
Bike_64_02_v.jpg,1440,1080,Bike,806,471,845,530,59,39,3,18.30508474576271,36.92307692307692,25.450754480732872,105.0,42.0,175.0,64.0
Bike_80_01_v.jpg,1440,1080,Bike,809,500,836,547,47,27,3,22.97872340425532,53.333333333333336,33.20829737122094,105.0,42.0,175.0,80.0
Bike_80_02_h.jpg,1440,1080,Bike,755,439,836,483,44,81,3,24.545454545454543,17.77777777777778,19.527187482050813,105.0,42.0,175.0,80.0
Bike_80_02_v.jpg,1440,1080,Bike,811,498,838,541,43,27,3,25.11627906976744,53.333333333333336,35.451208835709835,105.0,42.0,175.0,80.0
Bike_96_01_h.jpg,1440,1080,Bike,803,501,872,542,41,69,3,26.34146341463415,20.869565217391305,22.426533271951573,105.0,42.0,175.0,96.0
