filename,image_width,image_height,object_name,xmin,ymin,xmax,ymax,bb_height,bb_width,object_class,1/Bh,1/Bw,1/Bd,Ch,Cw,Cb,distance_ft
100_01.jpg,1440,1080,Pedestrian,784,581,807,647,66,23,1,16.363636363636363,62.60869565217392,25.753734910142718,175.0,55.0,30.0,100.0
100_02.jpg,1440,1080,Pedestrian,784,584,807,648,64,23,1,16.875,62.60869565217392,26.46772639537708,175.0,55.0,30.0,100.0
100_03.jpg,1440,1080,Pedestrian,787,573,806,639,66,19,1,16.363636363636363,75.78947368421052,26.208343184775913,175.0,55.0,30.0,100.0
100_04.jpg,1440,1080,Pedestrian,776,571,798,636,65,22,1,16.615384615384617,65.45454545454545,26.23059608047226,175.0,55.0,30.0,100.0
100_05.jpg,1440,1080,Pedestrian,812,606,835,668,62,23,1,17.419354838709676,62.60869565217392,27.219664405449613,175.0,55.0,30.0,100.0
20_01.jpg,1440,1080,Pedestrian,676,421,771,730,309,95,1,3.4951456310679614,15.157894736842104,5.568034178430964,175.0,55.0,30.0,20.0
20_02.jpg,1440,1080,Pedestrian,679,410,776,713,303,97,1,3.5643564356435644,14.845360824742269,5.657748384087811,175.0,55.0,30.0,20.0
20_03.jpg,1440,1080,Pedestrian,714,433,790,747,314,76,1,3.4394904458598727,18.94736842105263,5.571607345824926,175.0,55.0,30.0,20.0
20_04.jpg,1440,1080,Pedestrian,705,444,794,756,312,89,1,3.4615384615384617,16.179775280898877,5.547924058548945,175.0,55.0,30.0,20.0
20_05.jpg,1440,1080,Pedestrian,706,471,789,779,308,83,1,3.506493506493506,17.349397590361445,5.642855041359648,175.0,55.0,30.0,20.0
40_01.jpg,1440,1080,Pedestrian,691,476,744,629,153,53,1,7.0588235294117645,27.169811320754715,11.116619107576863,175.0,55.0,30.0,40.0
40_02.jpg,1440,1080,Pedestrian,690,479,744,634,155,54,1,6.967741935483871,26.666666666666668,10.96643955352874,175.0,55.0,30.0,40.0
40_03.jpg,1440,1080,Pedestrian,702,468,742,624,156,40,1,6.923076923076923,36.0,11.176890762046673,175.0,55.0,30.0,40.0
40_04.jpg,1440,1080,Pedestrian,699,486,740,646,160,41,1,6.75,35.1219512195122,10.897888553642181,175.0,55.0,30.0,40.0
60_01.jpg,1440,1080,Pedestrian,711,518,748,623,105,37,1,10.285714285714285,38.91891891891892,16.16838936281854,175.0,55.0,30.0,60.0
60_02.jpg,1440,1080,Pedestrian,713,517,748,622,105,35,1,10.285714285714285,41.14285714285714,16.26314225229452,175.0,55.0,30.0,60.0
60_03.jpg,1440,1080,Pedestrian,715,516,750,624,108,35,1,10.0,41.14285714285714,15.854877587054677,175.0,55.0,30.0,60.0
60_04.jpg,1440,1080,Pedestrian,715,529,747,635,106,32,1,10.18867924528302,45.0,16.256508296378165,175.0,55.0,30.0,60.0
80_01.jpg,1440,1080,Pedestrian,780,468,810,549,81,30,1,13.333333333333334,48.0,20.838861349415637,175.0,55.0,30.0,80.0
80_02.jpg,1440,1080,Pedestrian,778,477,805,559,82,27,1,13.170731707317074,53.333333333333336,20.85004249648409,175.0,55.0,30.0,80.0
80_03.jpg,1440,1080,Pedestrian,761,504,789,584,80,28,1,13.5,51.42857142857143,21.23681301823539,175.0,55.0,30.0,80.0
80_04.jpg,1440,1080,Pedestrian,757,548,782,629,81,25,1,13.333333333333334,57.599999999999994,21.233857508789832,175.0,55.0,30.0,80.0
